Brand,Title,Rating,Author,Date,Review
Flixbus UK,Convenient,5,,2025-03-19T00:47:19.000Z,Convenient
Flixbus UK,FlixBus review,5,,2025-03-18T23:47:09.000Z,Review is done.
Flixbus UK,Good service,5,,2025-03-18T22:56:21.000Z,On time and great service
Flixbus UK,Was good experience,5,,2025-03-18T22:51:31.000Z,Was good experience
Flixbus UK,Thank you very easy to book,5,,2025-03-18T22:12:28.000Z,Thank you very easy to book
Flixbus UK,Easy peasy change of name,5,,2025-03-18T22:03:22.000Z,
Flixbus UK,Everything is good budget friendly,5,,2025-03-18T21:34:15.000Z,Everything is good budget friendly
Flixbus UK,The best way to move around!,5,,2025-03-18T13:00:43.000Z,"Cheap, sustainable and with thousands of destinations. Honestly, this is the easiest and most convenient way to travel and I absolutely love (and trust) this company!"
Flixbus UK,Very easy to use,5,,2025-03-18T12:52:46.000Z,
Flixbus UK,Mrs kayembe,5,,2025-03-18T12:52:04.000Z,"Good, very happy"
Flixbus UK,Flix bus issued me with a voucher…,1,,2025-03-18T12:52:00.000Z,Flix bus issued me with a voucher instead of a cash refund for a journey from London to Amsterdam not due to depart for 2 months. We'll im no longer planning to travel due to failing health and I dont need a voucher I need a refund. When I spoke to the customer services it just kept saying refer to t&cs. I suspect it's a bot so unable to get a refund at all
Flixbus UK,Very easy to navigate 7,4,,2025-03-18T12:18:12.000Z,
Flixbus UK,great booking,5,,2025-03-18T10:47:58.000Z,
Flixbus UK,Easy booking process,5,,2025-03-18T09:17:55.000Z,
Flixbus UK,Easy to buy and not crowded,5,,2025-03-18T02:53:14.000Z,Drivers are always helpful and not crowded. Good value for money. Highly recommended.
Flixbus UK,Very comfortable,5,,2025-03-18T01:08:16.000Z,
Flixbus UK,Easy to book,5,,2025-03-18T00:17:09.000Z,Easy to book
Flixbus UK,Toko,5,,2025-03-18T00:15:05.000Z,It' a great for me
Flixbus UK,Simple to book,5,,2025-03-17T23:56:00.000Z,Simple to book
Flixbus UK,Great,5,,2025-03-17T21:35:09.000Z,Great and easy to book
Flixbus UK,great experience with flixbus,5,,2025-03-17T18:55:06.000Z,
Flixbus UK,Very easy and clear.Excellent value,5,,2025-03-17T17:04:17.000Z,
Flixbus UK,easy to use,5,,2025-03-17T15:23:40.000Z,love this apps because easy to use to book a bus.
Flixbus UK,So straightforward and so cheap,5,,2025-03-17T14:05:50.000Z,
Flixbus UK,Very good experience,5,,2025-03-17T14:01:48.000Z,Very good experience
Flixbus UK,Getting the best deal,5,,2025-03-17T13:15:27.000Z,Getting the best deal
Flixbus UK,Increasing the cost is unexpected!!!,2,,2025-03-17T01:55:29.000Z,
Flixbus UK,This is my second booking on Flixbus,5,,2025-03-16T20:29:47.000Z,This is my second booking on Flixbus. First time was a comfortable journey on time . Booking both times have been easy to manage
Flixbus UK,Really easy.,5,,2025-03-16T20:04:08.000Z,Really easy.
Flixbus UK,Jose Lopes,5,,2025-03-16T13:54:15.000Z,Overall good experience
Flixbus UK,Excellent price and easy to book,5,,2025-03-16T13:18:08.000Z,"Excellent price and easy to book. With the price of parking at Bristol Airport, it's a no brainer."
Flixbus UK,Good and easy,5,,2025-03-16T12:37:42.000Z,
Flixbus UK,So simple,5,,2025-03-16T08:31:20.000Z,So simple! But not actually travelled yet!
Flixbus UK,Great,5,,2025-03-16T06:42:41.000Z,Incredible lady
Flixbus UK,Easy to use site,5,,2025-03-15T23:46:50.000Z,
Flixbus UK,Excellent customer service,5,,2025-03-15T23:23:26.000Z,Excellent customer service
Flixbus UK,Good trip in time,5,,2025-03-15T23:14:53.000Z,Good trip all good in time
Flixbus UK,Very easy to navigate,5,,2025-03-15T21:03:40.000Z,Very easy to navigate
Flixbus UK,Dear Melania,5,,2025-03-15T18:28:57.000Z,"Dear Melania |  | Thank you indeed, Wee look forward to your visit to London/Windsor, please can u now confirm with General Medical Council that all need for supervision and restrictions have been reomved on registration number 4292445 | Particularly U1, U2, U3, & U4"
Flixbus UK,Very good,5,,2025-03-15T13:56:52.000Z,Very good - easy to use
Flixbus UK,Simple as simple can be,5,,2025-03-15T11:21:04.000Z,
Flixbus UK,Nice super servrs as expectations,5,,2025-03-15T06:09:44.000Z,Nice super servrs as expectations
Flixbus UK,Very quick and simple,5,,2025-03-15T04:11:16.000Z,Very quick and simple
Flixbus UK,Best service ever,5,,2025-03-15T03:23:30.000Z,
Flixbus UK,It’s difficult to pay,3,,2025-03-15T01:29:04.000Z,It’s difficult to pay. Always denied my credit card
Flixbus UK,No internet horrible,2,,2025-03-15T01:25:40.000Z,No internet horrible
Flixbus UK,Always easy to book,5,,2025-03-14T23:45:35.000Z,"Always easy to book, nice drivers and bus and very competitive prices, love it! |  | My favourite bus company ❤️"
Flixbus UK,Quick and Easy,5,,2025-03-14T22:59:09.000Z,Quick and Easy
Flixbus UK,Good,5,,2025-03-14T21:09:47.000Z,Nice portal
Flixbus UK,Coach from Heathrow to Bristol left on…,5,,2025-03-14T21:05:35.000Z,Coach from Heathrow to Bristol left on time and arrived on time. Great value for money
Flixbus UK,Thanks......,5,,2025-03-14T20:22:33.000Z,
Flixbus UK,Tickets are fairly cheaper and service…,5,,2025-03-14T20:02:18.000Z,Tickets are fairly cheaper and service quality is also very good!
Flixbus UK,Good,5,,2025-03-14T16:39:51.000Z,Easy to book
Flixbus UK,Clear and simple,5,,2025-03-14T15:10:27.000Z,"It was a clear, simple website"
Flixbus UK,Liverpool-Manchester trip,5,,2025-03-14T14:34:53.000Z,easy to book and cheap
Flixbus UK,easy to navigate page and find what i…,5,,2025-03-14T14:22:29.000Z,easy to navigate page and find what i was looking for.
Flixbus UK,Just perfect service and price so…,5,,2025-03-14T13:41:41.000Z,Just perfect service and price so helpful
Flixbus UK,Excellent service,5,,2025-03-14T10:46:11.000Z,"Excellent service, cheaper than any other transport, best in west Midlands"
Flixbus UK,Everything was perfect,5,,2025-03-13T21:15:18.000Z,"Everything was perfect, I recommend it, it was very easy to buy on the website."
Flixbus UK,Fab experience great thank you,5,,2025-03-13T20:23:08.000Z,Fab experience thank you
Flixbus UK,We are using this bus from peterborough…,5,,2025-03-13T18:35:29.000Z,"We are using this bus from peterborough to London. Very comfortable and good service, definitely we recommend this in future."
Flixbus UK,"Comfy, cheap and on time! Recommended",5,,2025-03-13T18:13:11.000Z,"Easy to book and the bus was decent although we did book seats together but on the outbound journey we were advised that the bus had changed so didn’t get to sit together as was a free for all. The return journey was a flix bus as was fine, driver quite funny and pretty much to time. Would recommend as we went to london and beats driving and was around £35 return so cheap as chips. Will use again"
Flixbus UK,Very easy and quick to book,5,,2025-03-13T14:36:24.000Z,
Flixbus UK,Lovely experience,5,,2025-03-13T10:48:42.000Z,Lovely experience
Flixbus UK,Very good service,5,,2025-03-13T00:39:05.000Z,
Flixbus UK,Transaction was hands on efficient,5,,2025-03-12T23:45:25.000Z,Transaction was hands on efficient
Flixbus UK,Easy and straightforward,5,,2025-03-12T23:40:17.000Z,Easy and straightforward
Flixbus UK,Fast,5,,2025-03-12T23:15:05.000Z,"Fast, easy, great rate"
Flixbus UK,Great app,5,,2025-03-12T22:35:28.000Z,Great app. Thanks
Flixbus UK,I am just happy with the booking…,5,,2025-03-12T21:12:06.000Z,I am just happy with the booking experience
Flixbus UK,Quick and easy to book.,5,,2025-03-12T18:16:43.000Z,
Flixbus UK,Weekend break,5,,2025-03-12T17:48:07.000Z,Easy to use and clear instructions for booking
Flixbus UK,Very easy to book,5,,2025-03-12T14:30:49.000Z,Very easy to book
Flixbus UK,Cheap and easy 😀,4,,2025-03-12T13:20:01.000Z,
Flixbus UK,The price is right,5,,2025-03-12T11:35:20.000Z,The price is right
Flixbus UK,It’s good to use,5,,2025-03-12T04:09:03.000Z,It’s good to use
Flixbus UK,They’ll inform you about a delay within…,1,,2025-03-11T23:14:54.000Z,They’ll inform you about a delay within three hours of your trip. The delay is between 1hour 40 minutes or 50 minutes just for not refunding you. No refund. No trust. Better to buy train tickets
Flixbus UK,The bus was on time,5,,2025-03-11T22:57:33.000Z,"The bus was on time, arrived earlier than expected, the driver was friendly, helpful and polite and the seating was comfortable."
Flixbus UK,A visit to my daughter,5,,2025-03-11T21:52:31.000Z,Very good price and easy to book
Flixbus UK,good,5,,2025-03-11T21:01:28.000Z,great experience
Flixbus UK,Very easy to book and very cheap prices,5,,2025-03-11T20:45:13.000Z,
Flixbus UK,Nice and easy brilliant service,5,,2025-03-11T20:40:48.000Z,Nice and easy brilliant service
Flixbus UK,Easy to use,4,,2025-03-11T20:23:51.000Z,Easy to navigate
Flixbus UK,Easy to use,5,,2025-03-11T19:46:58.000Z,"Easy to use, offers best fares"
Flixbus UK,Excellent,4,,2025-03-11T17:29:58.000Z,"Seats are a bit cramped BUT that’s all I can really find fault with. Coaches are on time, friendly drivers, clean coach. Much better than MegaBus that we used to use. And the prices are amazing value"
Flixbus UK,Great and friendly staff,5,,2025-03-11T17:27:36.000Z,Great and friendly staff. Smooth journey with good updates regarding the journey
Flixbus UK,Nice easy booking no fuss.,5,,2025-03-11T17:26:54.000Z,
Flixbus UK,Easy to use app and fares are cheap,5,,2025-03-11T17:26:25.000Z,Easy to use app and fares are cheap. makes travel a lot easier 5*****
Flixbus UK,Not very clear about ghe payment,3,,2025-03-11T16:48:12.000Z,Not very clear about ghe payment
Flixbus UK,No complications,5,,2025-03-11T15:24:32.000Z,"No complications, thanks"
Flixbus UK,Easy,5,,2025-03-11T14:42:28.000Z,Easy to book
Flixbus UK,Great booking system and customer service,5,,2025-03-11T14:04:03.000Z,"very smooth and clear process to book | I had a good experience of my last ride on your bus The driver from Cambridge park side was cheerful and smily to all the customers with lovely greeting even in the very early morning, which may be a small thing but means a lot as a wonderful customer satisfaction Am sure he has been making a great effort So that I chose Flix bus again this time"
Flixbus UK,False best price guarantee and no power socket,1,,2025-03-11T12:19:42.000Z,The company is false advertising their best price guarantee. On their website it says the earlier you book the cheaper. I booked my journey in advance and the on the day of travel the price dropped for both of my outward and return journey. I spoke to their customer service team and asked them to honor the best price guarantee they promised. The agent rejected and claimed they price dynamically and no refund will be given. They also advertised their bus is equipped with power socket. It is false marketing too. I am very disappointed with their customer service and would not recommend travel with FlixBus. A very dishonest business.
Flixbus UK,Not bad as transport,5,,2025-03-11T11:36:48.000Z,Not bad as transport
Flixbus UK,Excellent service,5,,2025-03-11T11:00:21.000Z,Excellent service
Flixbus UK,Prompt delivery process fast,5,,2025-03-11T10:24:25.000Z,
Flixbus UK,Good user interface,5,,2025-03-11T01:38:32.000Z,
Flixbus UK,Excellent and superve,5,,2025-03-11T00:49:58.000Z,Excellent and superve
Flixbus UK,We are thank you for the great works to…,5,,2025-03-10T23:40:11.000Z,We are thank you for the great works to help us
Flixbus UK,Easy to do even for us old n’s,4,,2025-03-10T22:49:12.000Z,
Flixbus UK,"Amazing, User friendly",5,,2025-03-10T22:05:52.000Z,It’s nice experience for ticket booking.
Flixbus UK,Good experience,5,,2025-03-10T21:40:04.000Z,"Good experience, easy to use."
Flixbus UK,Very easy process to make my booking,5,,2025-03-10T15:10:30.000Z,"Very easy process to make my booking, website was very slick and and quick to use."
Flixbus UK,Website easy to follow and use.,5,,2025-03-10T11:56:42.000Z,
Flixbus UK,Always cheap for long distance,5,,2025-03-10T09:56:24.000Z,Always cheap for long distance
Flixbus UK,Nice,5,,2025-03-10T00:55:42.000Z,Nice one guys I prefer flux bus
Flixbus UK,Fantastic!,5,,2025-03-09T23:21:13.000Z,Fantastic! | It was very easy and convenient to make a booking and I’m really very happy with the Service
Flixbus UK,Easy to use and very cheap tickets,5,,2025-03-09T22:43:55.000Z,Easy to use and very cheap tickets. Thanks
Flixbus UK,Great service,5,,2025-03-09T22:09:40.000Z,Great service
Flixbus UK,Really easy to book.,5,,2025-03-09T21:50:35.000Z,
Flixbus UK,Very  easy  to   book,5,,2025-03-09T17:14:50.000Z,Very easy to book
Flixbus UK,Quick booking,5,,2025-03-09T12:43:58.000Z,Quick booking
Flixbus UK,Very easy keep as the same thank you so…,5,,2025-03-09T02:11:21.000Z,Very easy keep as the same thank you so much
Flixbus UK,cheap and good,5,,2025-03-09T01:53:17.000Z,cheap and good
Flixbus UK,Convenient,4,,2025-03-08T20:59:57.000Z,
Flixbus UK,Great service,5,,2025-03-08T19:44:24.000Z,Great service
Flixbus UK,Perfect and easy,5,,2025-03-08T14:54:33.000Z,
Flixbus UK,I’ve literally just done the whole…,5,,2025-03-08T10:26:05.000Z,I’ve literally just done the whole booking in less than 5 minutes. First time user and I’m impressed.
Flixbus UK,Very easy for me even my English is not…,5,,2025-03-08T10:04:43.000Z,Very easy for me even my English is not well.
Flixbus UK,Easy to book!!,5,,2025-03-08T07:39:23.000Z,
Flixbus UK,Use if you like chaos and feeling threatened.,1,,2025-03-08T07:18:20.000Z,"Paris - Dover . Last minute booking due to Eurostar cancellations. | Bercy station is awful, no signage, grotty, rat infested, and intimidating people hovering around | Bus was late. En route to ferry passenger was aggressive and threatening to people back of coach. Because of late departure, ferry was missed and 3 hour wait at port at 1 am. Decided enough is enough and bought a train ticket to use from Dover to lo London.. dfds don't let off foot passengers so asked the driver to drop us off outside when the coach leaves, he agreed .. driver drove straight into motorway and to London. Meaning we were late again and wasted money on train tickets. |  | Never ever ever again ! I used Megabus a few times when they did the channel crossing service. And had no problems. | This was an experience I'll never forget and will warn people to stay away. Spend a bit more and fly, or drive or use the Eurostar."
